Organizational Knowledge	Knows CCETC staff benefits	1	Able to locate & use information re: staff benefits (including ongoing staff resources such as EAP, Wellness Program, etc.).	HR Benefits Session 	Benefits Session with HR rep (arranged with all eligible staff)	Contact Krystal Dunn or Theresa Emerick.	0	
Communication Skills	Has good written communication skills	1	Can write clear, concise, and grammatically correct emails, letters and memos. Can take effective meeting notes for oneself and assist with note-taking for others in team-meetings.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Writing in Plain English; Note-taking for Business Professionals; Business Etiquiette - Phone, Email and Text; Writing Fundamentals - The Craft of Story	https://it.cornell.edu/lynda	0	
Communication Skills	Has good written communication skills	1	Can write clear, concise, and grammatically correct emails, letters and memos. Can take effective meeting notes for oneself and assist with note-taking for others in team-meetings.	Skillport - Business Skills: Communications Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Business Writing: How to Write Clearly and Concisely	https://it.cornell.edu/skillsoft	0	
Communication Skills	Has good skills in communicating program related information	2	Can write effective educational/informational material and reports in a variety of forms and media.	CCE Administration Communications Webinars	CCE Administration's offers webinars on topics such as Writing for the Short Attention Span, Essential Writing Skills, Communicating Your Message - Are You Shooting Arrows At the Wind or Hitting the Bullseye.	https://www.youtube.com/playlist?list=PLGIR49aM1wm5GIFzklWQxckPj4GQ00OmI	0	
Communication Skills	Has good skills in communicating program related information	2	Can write effective educational/informational material and reports in a variety of forms and media.	Skillport - Business Skills: Communications Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Business Writing: Know Your Readers and Your Purpose; Writing for Technical Professionals: Effective Writing Techniques	https://it.cornell.edu/skillsoft	0	
Communication Skills	Has good skills in communicating program related information	2	Can write effective educational/informational material and reports in a variety of forms and media.	Program Development Courses (CCE Administration)	The Program Development Courses offer the following web based training: Writing to Show Impact.	http://staff.cce.cornell.edu/orgdev/Pages/prog_courses2.aspx	0	
Public Presentation Skills	Can effectively present to groups of program participants	1	Understands public speaking and presentation concepts. Clearly presents ideas to an audience and answers questions appropriately. Adjusts style and format of presentation based on audience.	Toast Masters Club	Ithaca Area Toastmasters Club gives its members the opportunity to develop and improve their public speaking abilities through local club meetings, training seminars and speech contests.	http://ithaca.toastmastersclubs.org 	0	
Public Presentation Skills	Can effectively present to groups of program participants	1	Understands public speaking and presentation concepts. Clearly presents ideas to an audience and answers questions appropriately. Adjusts style and format of presentation based on audience.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Storytelling; How to Get Your Ideas Approved; Giving Your Elevator Pitch; Public Speaking Fundamentals; Presentation Fundamentals; Business Storytelling	https://it.cornell.edu/lynda	0	
Public Presentation Skills	Can plan presentations and engage audiences	2	Plans and delivers communications that are impactful and persuasive. Delivers proactive communications on key issues. Creates a compelling presentation.	Toast Masters Club	Ithaca Area Toastmasters Club gives its members the opportunity to develop and improve their public speaking abilities through local club meetings, training seminars and speech contests.	ithaca.toastmastersclubs.org	0	
Public Presentation Skills	Can plan presentations and engage audiences	2	Plans and delivers communications that are impactful and persuasive. Delivers proactive communications on key issues. Creates a compelling presentation.	Lynda.com - Business: Business Skills	Web-based training videos on many topics.  Free to staff with Cornell NetID. Examples: Designing A Presentation; How to Get Your Ideas Approved; Business Writing Strategies; How to Present and Stay On Point; Overcoming Your Fear of Public Speaking; Leading with Stories; Delivering Keynote Presentations	https://it.cornell.edu/lynda	0	
Financial Management	Knows CCETC financial policies and procedures	1	Understands and can carry out CCETC financial policies and procedures (e.g., recording hours work, expense reporting, mail codes, cash handling, tax-exempt forms, out-of-pocket expense & mileage reimbursement, in-house supply charging, check and cash advance requests, and CCETC Visa card.).	Kronos Training 	CCE Tompkins offers Kronos and Meal Break Training to all new employees (trainings offered bi-monthly by HR).		0	
Financial Management	Knows CCETC financial policies and procedures	1	Understands and can carry out CCETC financial policies and procedures (e.g., recording hours work, expense reporting, mail codes, cash handling, tax-exempt forms, out-of-pocket expense & mileage reimbursement, in-house supply charging, check and cash advance requests, and CCETC Visa card.).	Finance Procedures	Links to the most commonly used Finance Forms with instructions regarding policies and procedures	https://mycce.me/content/my-hr-forms-and-tools-for-employee-use	0	
Financial Management	Explains CCETC financial policies and procedures to others	2	Can explain CCETC financial policies and procedures appropriately to team members and ensure compliance. Knows how and when to approve staff hours in Kronos system.	Finance Procedures	Links to the most commonly used Finance Forms with instructions regarding policies and procedures	https://mycce.me/content/my-hr-forms-and-tools-for-employee-use	0	
Financial Management	Develops budgets and track expenses	2	Able to develop and manage program budgets to accomplish program goals, track expenses and project accounts, read financial statements, and complete required budget reports. Knows where to find standard CCETC budget expenses such as fringe benefit, program support fees, etc.	Skillport - Business Skills: Project Management; Finance and Accounting	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Planning Project Costs; Planning and Preparing an Operating Budget; more	https://it.cornell.edu/skillsoft	0	
Financial Management	Develops budgets and track expenses		Able to develop and manage program budgets to accomplish program goals, track expenses and project accounts, read financial statements, and complete required budget reports. Knows where to find standard CCETC budget expenses such as fringe benefit, program support fees, etc.	GrantSpace	Podcasts, webinars, e-courses and written materials on many topics related to non-profit management, including developing and managing budgets. Many free; some have a cost. 	www.grantspace.org	1	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	CCE Admin Professional Development	CCE Administration offers a variety of grant-writing related workshops. Examples: Grant Writing Introductory Full Day Workshop; Being Strategic with Grant Writing; Planning Your Program for Proposal Writing	http://staff.cce.cornell.edu/orgdev/Pages/prof_courses.aspx?top=Grant%20Writing%20and%20Management	0	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Human Services Coalition of Tompkins County (HSC-TC)	HSC-TC offers a variety of workshops throughout the year Check their website for schedule and cost. Example: Grantwriting Basics	http://hsctc.org/index.php?page=training	1	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Free E-book: Grant Writing Revealed	Useful free e-book by local grantwriter & grantwriting instructor Jana Hextor. She also offers a free e-newsletter and blog with tips.  	http://grantschampion.com	0	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Lynda.com - Business: Communication	Web-based training videos on many topics. Free to staff with Cornell NetID. Example: Writing Proposals 		0	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Cornell - Mann Library	Cornell's Mann Library has many resources, including links to guides for writing federal and state grants, and e-books that can be downloaded and read.	http://guides.library.cornell.edu/funding	0	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Foundation Center	The Foundation Center has a tremendous amount of online resources, including online funder databases, research tools, and skill-building resources, webinars and other training related to proposal writing, fundraising, organizational sustainability, and management.	http://foundationcenter.org	0	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	GrantSpace	GrantSpace (an offshoot of the Foundation Center) has a huge variety of webinars, podcasts, e-courses, regional trainings, and printed resources related to all aspects of non-profit fundraising, including finding donors, proposal writing, fundraising, starting non-profits, and more. Many resources are free; others have a fee. 	www.grantspace.org	1	
Resource Development 	Writes successful grant proposals	2	Able to identify relevant funding entities and to develop and write successful grant proposals. Knows how to research and identify appropriate funding prospects. Understands what funders are looking for in grant proposals. Understands the relationship-building aspects of the grant-making process. Knows the differences in applying for funding from private foundations, community foundations, government agencies, etc. 	Tompkins County Grants Development and Management Center	This Tompkins County government grants development web portal has information on federal, state and private foundation grants, along with many links to excellent resources on grant preparation tools and related training. Most resources are free and available to the public.  	http://www.tompkinscountyny.gov/ctyadmin/Grants/index	1	
Resource Development 	Is able to plan and implement other financial resource development efforts	2	Able to develop financial resources through fundraising campaigns, major donor development, business sponsorships, etc.	Human Services Coalition of Tompkins County (HSC-TC)	HSC-TC offers a variety of workshops throughout the year. Check their website for schedule and cost. Example: How to Ask for a Lot of Money	http://hsctc.org/index.php?page=training	1	
Resource Development 	Is able to plan and implement other financial resource development efforts	2	Able to develop financial resources through fundraising campaigns, major donor development, business sponsorships, etc.	Foundation Center	The Foundation Center has a lot of skill-building information related to seeking funding from foundations, corporations and individual donors (along with info on proposal writing, organizational sustainability, and management).	http://foundationcenter.org/improve-your-skills/fundraising	0	
Resource Development 	Assists with financial decision-making	3	Ensures development of easily accessed and up-to-date resources for standard CCETC budget expenses for use in budget planning and grantwriting. Assists staff with financial management issues and ensures compliance.	CCE Administration Grant Writing Resources	Grant writing resources include Planning your Program for Proposal Writing and Being Strategic with Grant Writing.	http://staff.cce.cornell.edu/orgdev/Pages/prof_courses.aspx?top=Grant%20Writing%20and%20Management	0	
Resource Development 	Develops multi-program budgets and financial projections	3	Carries out program area and association-wide budgeting, financial projections, and fiscal management.	GrantSpace	Podcasts, webinars, e-courses and written materials on a variety of non-profit management topics, including business planning, strategy development, fundraising, organizational sustainability, and leadership and management. Some free; some have a fee. 	www.grantspace.org	1	
Technology skills	Effectively uses standard computer programs	1	Effectively uses basic computer programs/applications (e.g., Word, Excel, Powerpoint) to accomplish project goals.	Lynda.com - Business: Software	Web-based training videos on many computer application topics from basic to advanced. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda	0	
Technology skills	Effectively uses standard computer programs	1	Effectively uses basic computer programs/applications (e.g., Word, Excel, Powerpoint) to accomplish project goals.	Skillport - Desktop Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Using Your Desktop Computer and Devices Safely; Computing Fundamentals (book); Excel 2016; Microsoft Office 2013 Beginning Word	https://it.cornell.edu/skillsoft	0	
Technology skills	Effectively uses standard computer programs	1	Effectively uses basic computer programs/applications (e.g., Word, Excel, Powerpoint) to accomplish project goals.	TC3 	Tompkins Cortland Community College offers courses on: Keyboarding for computers, Introduction to Word Processing, Introduction to Spreadsheets, Introduction to Databases, Presentation Software, and Web Page Design. 5-week courses with TC3 enrollment and costs associated.  Courses are in person or web based. Student choice.	https://myinfo.tc3.edu/SelfService/Home.aspx	1	
Technology skills	Effectively uses standard computer programs	1	Effectively uses basic computer programs/applications (e.g., Word, Excel, Powerpoint) to accomplish project goals.	CU Learn	In-person training through Cornell that covers basic computer use (Mouse settings and use, navigating Windows, file management, Control Panel, printing, etc.).  This training may be standardized for a group. Minimum 10, max 15. Cost is approximately $150-$200 per person depending on numbers.	http://culearn.cornell.edu/	2	
Technology skills	Develops online information	1	Understands how to develop and post content to social networking sites to reach target audiences.	Working with CCE-Tompkins website (tutorials)			0	
Technology skills	Develops online information	1	Understands how to develop and post content to social networking sites to reach target audiences.	CCE Administration Communications Webinars	The Communications Resources contain the following recorded webinar:  You've got Twitter and Facebook Accounts, Now What?	https://www.youtube.com/playlist?list=PLGIR49aM1wm5GIFzklWQxckPj4GQ00OmI	0	
Technology skills	Develops online information	1	Understands how to develop and post content to social networking sites to reach target audiences.	Human Service Coalition Workshops	The HSCTC offers workshops on a variety of topics that sometimes include using social media. Small fee. 	http://hsctc.org/index.php?page=training	2	
Technology skills	Develops online information	1	Understands how to develop and post content to social networking sites to reach target audiences.	Alternatives Credit Union Business Courses	Short trainings on a variety of topics that sometimes include using social media. Small fee. 	http://www.businesscents.org/	2	
Technology skills	Develops online information	2	Understands how to develop and post content to social networking sites to reach target audiences.	Skillport - IT Skills; Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Building Dynamic Web Sites; Digital Marketing: Getting to the Customer	https://it.cornell.edu/skillsoft	0	
Technology skills	Develops online information	2	Understands how to develop and post content to social networking sites to reach target audiences.	GrantSpace	Webinars, e-courses, podcasts and written information related to developing a social media stratety, social media storytelling, and more. Some free; some with a fee.  	www.grantspace.org	1	
Technology skills	Develops online information	2	Understands how to develop and post content to social networking sites to reach target audiences.	TC3Biz	TC3Biz often offers local courses related to developing social media strategies and content. Check their catalogue for options. Fee.	http://www.tc3.edu/biz/	2	
Technology skills	Can effectively teach online	2	Can use web based media to deliver programs effectively.	CCE Administration Communications Webinars	The Communications Resources contain the following recorded webinar: Online and Engaged: Fostering Positive Youth Development in Online Environments.	https://www.youtube.com/playlist?list=PLGIR49aM1wm5GIFzklWQxckPj4GQ00OmI	0	
Technology skills	Can effectively teach online	2	Can use web based media to deliver programs effectively.	Lynda.com - Software	Web-based training videos on designing and implementing online instruction, using a variety of apps. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda	0	
Technology skills	Can use job specific techology	3	Understands and can effectively use highly specialized and job specific technology based tools, websites and software.	Lynda.com - Software	Web-based training videos on many technology-based tools. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda	0	
Technology skills	Can use job specific techology	3	Understands and can effectively use highly specialized and job specific technology based tools, websites and software.	Skillport - Information Technology Application; Desktop Skills; IT Skills	Web-based training videos on many technology-based tools. Free to staff with Cornell NetID. 	https://it.cornell.edu/skillsoft	0	
Organization (Work Flow) Skills	Is able to use established systems for organizing own schedules and priorities	1	Uses established systems to organize and track information (files, appointment calendars, etc…). Understands priorities and keeps clear records of completed and pending activities. Participates as a team member in planning and organizing information and project activities.	Skillport - Business Skills: Project Management; Professional Effectiveness	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Personal Productivity: Self Organization and Overcoming Procrastination; Quality Management for Continuous Improvement	https://it.cornell.edu/skillsoft	0	
Organization (Work Flow) Skills	Can assist others in organization	2	Participates in developing streamlined systems to organize and track team/project information and activities. Sets priorities with an appropriate and realistic sense of the time demand involved. Assists others to build their planning & organization skills, and to analyze and evaluate progress towards goals and objectives. Assists others to set priorities to ensure manageable workloads.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Learning to Say No; Managing Your Time; Time Management Fundamentals; more	https://it.cornell.edu/lynda	0	
Organization (Work Flow) Skills	Can assist others in organization	2	Participates in developing streamlined systems to organize and track team/project information and activities. Sets priorities with an appropriate and realistic sense of the time demand involved. Assists others to build their planning & organization skills, and to analyze and evaluate progress towards goals and objectives. Assists others to set priorities to ensure manageable workloads.	Skillport - Business Skills: Professional Effectiveness	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Time Management: Quit Making Excuses and Make Time Instead; Time Management: Ready, Set, Focus; more	https://it.cornell.edu/skillsoft	0	
Organization (Work Flow) Skills	Can assist others in organization	2	Participates in developing streamlined systems to organize and track team/project information and activities. Sets priorities with an appropriate and realistic sense of the time demand involved. Assists others to build their planning & organization skills, and to analyze and evaluate progress towards goals and objectives. Assists others to set priorities to ensure manageable workloads.	CU Learn	In-person training through Cornell that covers time and performance management. Cost is approximately $35 to $60, depending on the specific course. 	http://culearn.cornell.edu/	2	
Organization (Work Flow) Skills	Can develop organizational systems for others 	3	Anticipates and develops new procedures and systems in response to changing priorities. Develops and monitors complex tracking and organizational systems which may substantially affect issue areas and CCETC as a whole. Understands the role of the issue area's organization and planning within the larger CCETC context. Assesses overall CCETC resources, staffing and commitments to allow for manageable workloads.					
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.					
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	Natural Leaders Initiative (NLI)	NLI periodically offers a workshop entitled "Getting Things Done" which helps build skills to effectively manage one's time and set "Smart Goals." Check NLI website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations	0	
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	EAP Training	Employees may attend EAP Seminars on the following topic: Time Management and Achieving Work-Life Balance. Staff can attend at Family and Children's Services or, if there is enough interest, the programs can be offered on location (there is a cost- $150 per hour if offered onsite).	http://www.fcsith.org/	2	
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Learning to Say No; Managing Your Time; Time Management Fundamentals; more	https://it.cornell.edu/lynda	0	
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	Skillport - Business Skills: Professional Effectiveness	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Time Management: Quit Making Excuses and Make Time Instead, Time Management: Ready, Set, Focus; more	https://it.cornell.edu/skillsoft	0	
Program Coordination & Project Management Skills	Can perform the necessary steps to accomplish program goals 	1	Effectively manages time, assignments, and priorities to accomplish project goals, and seeks help as needed.	CU Learn	In-person training through Cornell that covers time and performance management. Cost is approximately $35 to $60, depending on the specific course. 	http://culearn.cornell.edu/	2	
Program Coordination & Project Management Skills	Can implement a program plan and lead others in implementing goals and budgets	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Examples: Setting Team and Employee Goals; Delegating Tasks to Your Team; Managing Project Ethics; Building Accountability Into Your Culture; more	https://it.cornell.edu/lynda	0	
Program Coordination & Project Management Skills	Can implement a program plan and lead others in implementing goals and budgets	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	Skillport - Business Skills: Project Management	Web-based training videos on many topics. Free to staff with Cornell NetID. Example: Managing Projects within Organizations 	https://it.cornell.edu/skillsoft	0	
Program Coordination & Project Management Skills	Can implement a program plan and lead others in implementing goals and budgets	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	TC3Biz	TC3Biz often offers courses related to leading a team, such as delegating, coaching, optimizing morale, creating a culture of accountability and intentional community, etc. Check their catalogue for current options. Fee.	http://www.tc3.edu/biz/	2	
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads work team with clear direction and effective communication, assigns roles to individuals involved with the project based on people's strengths and job duties, and assists team members to build time management and task management skills.	CCE Supervisor Development Certificate	CCE Supervisor Development Certificate provides guidelines in supervision on a variety of topics related to supervision within the CCE system.		1	
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads work team with clear direction and effective communication, assigns roles to individuals involved with the project based on people's strengths and job duties, and assists team members to build time management and task management skills.	Natural Leaders Initiative (NLI)	NLI periodically offers a workshop entitled "Helping Your Team Get Things Done: For Supervisors & Team-Leaders." Check website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations	0	
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads work team with clear direction and effective communication, assigns roles to individuals involved with the project based on people's strengths and job duties, and assists team members to build time management and task management skills.	Human Services Coalition of Tompkins County Workshops	HSC-TC offers workshops such as Building Your Team; Managing Conflict; Coaching & Delegating, Supervision 101, etc. Different workshops are offered in different years. 	http://hsctc.org/index.php?page=training	1	
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads work team with clear direction and effective communication, assigns roles to individuals involved with the project based on people's strengths and job duties, and assists team members to build time management and task management skills.	Skillport - Business Skills: Management; Operations Management	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Coaching Techniques that Drive Change; Six Sigma Team Facilitation and Leadership; Management Essentials: Delegating; Use Delegation to Develop Your Team; more	https://it.cornell.edu/skillsoft	0	
Program Coordination & Project Management Skills	Can provide effective supervision to subordinate employees in project management	2	Leads work team with clear direction and effective communication, assigns roles to individuals involved with the project based on people's strengths and job duties, and assists team members to build time management and task management skills.	TC3Biz	TC3Biz often offers courses related to leading a team, such as delegating, coaching, optimizing morale, creating a culture of accountability and intentional community, etc. Check their catalogue for current options. Fee.	http://www.tc3.edu/biz/	2	
Program Coordination & Project Management Skills	Can implement a program plan and lead others in implementing goals and budgets. 	2	Leads a project team from implementation to completion, conceptualizes the phases of the project, creates a project timeline and budget, monitors and evaluates the project and uses the results for project improvement, and reports on project outcomes. Employs sound project management principles and procedures in the planning and implementation of programs and services.	CCE Administration Reporting Resources	CCE statewide reporting support from CCE Administration -- Webinars & "virtual office hours" (weekly during fall reporting season)	http://staff.cce.cornell.edu/orgdev/Pages/reporting.aspx	0	
Program Coordination & Project Management Skills	Ability to multitask the leadership of multiple projects.	3	Effectively leads multiple simultaneous projects and multiple project teams. Anticipates and manages cascading impacts from changes to any single project. Strategically assesses and plans for potential opportunities, synergies and challeges within and between projects. Modifies project timelines and budgets in response to financial or environmental changes.	Skillport - Business Skills; Desktop Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Managing Projects within Organizations; Advanced Tools for Managing Multiple Projects; more	https://it.cornell.edu/skillsoft	0	
Teamwork & Collaboration Skills	Effectively works as part of a team	1	Works effectively and respectfully with diverse groups of staff, volunteers and other stakeholders to accomplish goals. Develop goals in collaboration with others. Communicates appropriately and takes action within team as needed. Respects the ideas and opinions of others. Accepts and offers help when needed. Gives and accepts feedback in a positive manner.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Teamwork Fundamentals; Having Difficult Conversations; Conflict Resolution Fundamentals	https://it.cornell.edu/lynda	0	
Teamwork & Collaboration Skills	Effectively works as part of a team	1	Works effectively and respectfully with diverse groups of staff, volunteers and other stakeholders to accomplish goals. Develop goals in collaboration with others. Communicates appropriately and takes action within team as needed. Respects the ideas and opinions of others. Accepts and offers help when needed. Gives and accepts feedback in a positive manner.	Skillport - Business Skills: Operations Management; Communications Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Six Sigma Team Dynamics, Roles and Success Factors; Adapting Your Conflict Style; more	https://it.cornell.edu/skillsoft	0	
Teamwork & Collaboration Skills	Effectively works as part of a diverse team	1	Understands and values the strengths of all team members. Can effectively contribute to team outcomes by applying one's own strengths. Can appropriately draw upon the strengths of team members. 	StrengthsFinder 2.0	StrengthsFinder helps to identify a person's natural strengths and provides descriptions and suggestions to assist personal growth and conflict management.	https://www.amazon.com/StrengthsFinder-2-0-Tom-Rath/dp/159562015X/ref=sr_1_1?s=books&ie=UTF8&qid=1487360256&sr=1-1&keywords=strengths+finder+2.0	2	
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	Natural Leaders Initiative (NLI)	NLI offers a variety of workshops related to building diverse relationships, cultivating diverse participation and leadership, leveraging the power of diverse teams, and more. Check website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations	0	
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	StrengthsFinder 2.0 Team Resources	StrengthsFinder helps to identify a person's natural strengths and provides descriptions and suggestions to assist personal growth and conflict management.	https://www.amazon.com/StrengthsFinder-2-0-Tom-Rath/dp/159562015X/ref=sr_1_1?s=books&ie=UTF8&qid=1487360256&sr=1-1&keywords=strengths+finder+2.0	2	
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	Lynda.com - Business: Business Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Coaching and Developing Employees; Leading with Emotional intelligence; Managing Teams; Delegating Tasks to Your Team; Humor in the Workplace; more	https://it.cornell.edu/lynda	0	
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	Skillport - Business Skills: Human Resources; Operations Management; Communication Skills	Web-based training videos on many topics. Free to staff with Cornell NetID. Examples: Workplace Management: Corporate Social Responsibility; Six Sigma Team Dynamics, Roles and Success Factors; Adapting Your Conflict Style; more	https://it.cornell.edu/skillsoft	0	
Teamwork & Collaboration Skills	Can effectively lead a diverse team and build a healthy team dynamic that values all contributors	2	Understands, values and leverages the diversity of backgrounds, experiences, ideas and styles within the team to accomplish goals. Builds diverse, inclusive, effective teams to accomplish program goals. Encourages shared decision making and supports innovative ideas. Encourages cooperation, trust and group identity. Leads others to achieve team goals.	TC3Biz	TC3Biz sometimes offers a course of managing across generations. Check their catalog for current options. Fee.	http://www.tc3.edu/biz/	2	
Teamwork & Collaboration Skills	Can effectively build and establish diverse new relationships and partnerships to further program efforts	2	Develops collaborative relationships inside and outside CCETC to accomplish goals. Able to build trusted relationships with people from diverse cultural and economic backgrounds, and has sufficient knowledge of diverse cultural expectations and norms to be successful. Identifies and pursues opportunities to improve performance through partnerships. Balances autonomy and collaborative efforts to produce the best results.	Natural Leaders Initiative (NLI)	NLI offers a variety of workshops related to building diverse relationships, cultivating diverse participation and leadership, leveraging the power of diverse teams, and more. Check website for information on upcoming workshops or email <natural.leaders@cornell.edu>. 	http://ccetompkins.org/community/natural-leaders-initiative/programs-for-community-groups-and-organizations	0	
